country,UID,friendly_ID,water_company_name,permitted_site_name,site_name_Wasc_operational_ENGLAND_ONLY,storm_discharge_asset_type,Receiving_Water_Environment_common_name,shellfish_water,bathing_water_ENGLAND_ONLY,lat,lon,Outlet_Discharge_NGR,RAMSAR,RAMSAR_site_name,SPA,SPA_site_name,SAC,SAC_site_name,SSSI,SSSI_site_name,total_spills_duration_hours,spill_count,pcon_name
ENGLAND,0x201115CF7EBCDE2EC8E595093B1AAF26,UU127,United Utilities,HARBOUR YARD PUMPING STATION,Harbour Yard Pumping Station (Site ID 04524) (BRW0101),Storm Discharge at Pumping Station,Walney Channel,Walney and Roose Beck,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",54.099042,-3.2334071,SD1944067720,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,South Walney and Piel Channel Flats,17.4,68,Barrow and Furness
ENGLAND,0xEAE369BB7FCA58C24089D2A84A85A58D,UU34,United Utilities,BARROW-IN-FURNESS WWTW,Barrow-in-Furness Wastewater Treatment Works (BARFU) (017470166),Storm Tank at WwTW,Walney Channel (estuarine waters),Walney and Roose Beck,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",54.10366,-3.1943909,SD2200068190,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,South Walney and Piel Channel Flats,555.68,48,Barrow and Furness
ENGLAND,0x64409424E0DEBD981F3E2E928983CA7B,UU65,United Utilities,BARROW-IN-FURNESS WWTW,Barrow-in-Furness Wastewater Treatment Works (BARFU) (017470166),Inlet SO at WwTW,Walney Channel (estuarine waters),Walney and Roose Beck,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",54.10366,-3.1943909,SD2200068190,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,South Walney and Piel Channel Flats,188.12,41,Barrow and Furness
ENGLAND,0x41D776FF934424E83EC658E8C4448B9B,UU103,United Utilities,ROA ISLAND PUMPING STATION,Roa Island PS,Storm Discharge at Pumping Station,Piel Channel,ROOSEBECK_E,Walney,54.07158,-3.175421,SD2318164600,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,South Walney and Piel Channel Flats,48.94,34,Barrow and Furness
ENGLAND,0x663E820D844CF48D303BED5A0EE0442C,UU143,United Utilities,KNOTT END PUMPING STATION,Seeds Pumping Station (Site ID 52541) (WYR0035),SO on sewer network,River Wyre Estuary,Lune (Broadfleet and Plover Scar),Fleetwood,53.927309,-2.9977613,SD3458048370,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,N,,Y,Wyre Estuary,5.82,3,Lancaster and Fleetwood
ENGLAND,0xA81AAE90C9CCB8AA79673E86871731D3,UU47,United Utilities,PREESALL WWTW PREES,PREESALL WWTW PREES,Storm Tank at WwTW,WYRE ESTUARY,Lune (Wyre Estuary) and Lune (Broadfleet and Plover Scar),Fleetwood,53.913858,-2.9939389,SD3481046870,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,N,,Y,Wyre Estuary,355.63,29,Lancaster and Fleetwood
ENGLAND,0xF873F489538D6B56C1732BC4D8A541C5,UU11,United Utilities,HAWKSHEAD PUMPING STATION,Hawkshead Pumping Station (Site ID HWKSH) (LAK0107),Storm Discharge at Pumping Station,Black Beck,,,54.372786,-2.9940493,SD3552197931,Y,Esthwaite Water,N,,N,,Y,Esthwaite Water,1433.02,106,Westmorland and Lonsdale
ENGLAND,0xC68DBDACE88415D89C29402A59239015,UU12,United Utilities,NEAR SAWREY WWTW NEARS,NEAR SAWREY WwTW,Inlet SO at WwTW,Cunsey Beck,,"Windermere, Millerground Landing",54.347573,-2.9768408,SD3660095110,N,,N,,N,,Y,Esthwaite Water,1305.07,67,Westmorland and Lonsdale
ENGLAND,0x8AAACC5737CBAAE3E0E666D86693599A,UU100,United Utilities,BROOK CORNER CSO,Brook Corner CSO,SO on sewer network,River Ribble,RIBBLE,St Annes,53.742184,-2.9157385,SD3970027701,Y,Ribble & Alt Estuaries,Y,Ribble & Alt Estuaries,N,,Y,Ribble Estuary,56.27,16,Fylde
ENGLAND,0x4F4F61289FD5C50A27B010E3D527486F,UU16,United Utilities,NAZE LANE PUMPING STATION,Naze Lane PS (19048),Storm Discharge at Pumping Station,Pool Stream a tributary of the River Ribble,Ribble,"Southport, St Annes Pier, St. Annes North and Blackpool South",53.736542,-2.8757445,SD4233027040,Y,Ribble & Alt Estuaries,Y,Ribble & Alt Estuaries,N,,Y,Ribble Estuary,1145.87,96,Fylde
ENGLAND,0xE4B0F4FCF3E745D589F3C188DEE55858,UU173,United Utilities,MIDDLETON OVERTON WWTW MIDDL,MIDDLETON OVERTON WwTW,Storm Tank at WwTW,Lades Pool,LUNE (BROADFLEET),Morecambe South_x000D_ 343040 457960 54.014492 -2.8707378 Morecambe North,54.014492,-2.8707378,SD4304057960,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,Lune Estuary,0.24,1,Morecambe and Lunesdale
ENGLAND,0x47CE72FB71153B61A739DA1899924275,UU110,United Utilities,BAZIL LANE PUMPING STATION,Bazil Lane PS,Storm Discharge at Pumping Station,"Chapel Pool, a tributary of the River Lune Estuary",Morecambe Bay East and Lune (Broadfleet and Plover Scar),Morecambe South,54.008498,-2.8542857,SD4411057280,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,Lune Estuary,31.17,11,Morecambe and Lunesdale
ENGLAND,0x48963C2A7A249C2B6D34A0897DEB21FC,UU39,United Utilities,COCKERHAM CSO,Cockerham Adjacent to Manor Inn Car Park CSO,SO on sewer network,Tributary of River Cocker,Morecambe Bay East and Lune (Broadfleet and Plover Scar),Morecambe South,53.954875,-2.8365781,SD4520051300,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,Lune Estuary,486.03,142,Lancaster and Fleetwood
ENGLAND,0x521A876F1F8FA82C63A3203F653BAC9D,UU30,United Utilities,LANCASTER WWTW LANCA,Lancaster WwTW,Storm Tank at WwTW,River Lune Estuary,Morecambe Bay East and Lune (Broadfleet and Plover Scar),Morecambe North and Morecambe South,54.021519,-2.8302835,SD4570058710,Y,Morecambe Bay,Y,Morecambe Bay and Duddon Estuary,Y,Morecambe Bay,Y,Lune Estuary,588.81,38,Lancaster and Fleetwood
ENGLAND,0x3EFDFCA3281D416D4EE950D82C34150F,UU35,United Utilities,PRESTON WASTEWATER TREATMENT WORKS,PRESTON WwTW,Storm Tank at WwTW,River Ribble Estuary,Ribble,"Southport, St Annes Pier, St. Annes North and Blackpool South",53.744904,-2.824667,SD4571027930,Y,Ribble & Alt Estuaries,Y,Ribble & Alt Estuaries,N,,Y,Ribble Estuary,542.28,47,Fylde
ENGLAND,0x889B67F7CAEF938FB856166E17E454E9,UU32,United Utilities,STAVELEY WWTW,STAVELEY WwTW,Inlet SO at WwTW,River Kent,,,54.375043,-2.7978395,SD4827098020,N,,N,,Y,River Kent,Y,River Kent and Tributaries,565.04,75,Westmorland and Lonsdale
ENGLAND,0x9098CF66C634BC108F0FA1068EE22F30,UU2,United Utilities,STAVELEY WWTW,STAVELEY WwTW,Storm Tank at WwTW,River Kent,,,54.375043,-2.7978395,SD4827098020,N,,N,,Y,River Kent,Y,River Kent and Tributaries,4064.33,301,Westmorland and Lonsdale
ENGLAND,0x065717A2BB58BB96E1A150BF2E92B73E,UU97,United Utilities,KENDAL WASTE WATER TREATMENT WORKS,KENDAL WwTW,Inlet SO at WwTW,River Kent,Morecambe Bay Leven,,54.310409,-2.7438686,SD5170090790,N,,N,,Y,River Kent,Y,River Kent and Tributaries,61.3,17,Westmorland and Lonsdale
ENGLAND,0x162103ED23B51B9E9321FFD7F96A480B,UU82,United Utilities,KENDAL WASTE WATER TREATMENT WORKS,KENDAL WwTW,Storm Tank at WwTW,River Kent,Morecambe Bay Leven,,54.310409,-2.7438686,SD5170090790,N,,N,,Y,River Kent,Y,River Kent and Tributaries,101.63,20,Westmorland and Lonsdale
ENGLAND,0x0D646870EEDEC870CFE0DB7AB0FFA286,UU56,United Utilities,CAMMERCLOUGH ROAD CSO,Clammerclough CSO,SO on sewer network,River Croal,,,53.550558,-2.382874,SD7473006060,N,,N,,N,,Y,Nob End,262.29,110,Bolton South East
ENGLAND,0xFF992F58E7119B94FE1C61FCFBFAE6ED,YW11,Yorkshire Water,KETTLEWELL STW,KETTLEWELL/STW,Storm tank at WwTW,RIVER WHARFE,,"Wharfe at Cromwheel, Ilkley",54.143642,-2.0487972,SD9691071980,N,,N,,N,,Y,River Wharfe,149.75,23,Skipton and Ripon
ENGLAND,0x5EADCDCE9FD24DEC82A6A282F1987A4B,YW12,Yorkshire Water,KETTLEWELL STW,KETTLEWELL/STW,Inlet SO at WwTW,RIVER WHARFE,,"Wharfe at Cromwheel, Ilkley",54.144271,-2.0491041,SD9689072050,N,,N,,N,,Y,River Wharfe,103.2333333,76,Skipton and Ripon
ENGLAND,0xE45A5442CCEBC53AEBDF5D2D342BF63F,YW13,Yorkshire Water,THE WHEATCROFT SHORT SEA OUTFALL,WHEATCROFT/CSO,Storm discharge at pumping station,THE NORTH SEA,,Scarborough South Bay,54.261833,-0.37353927,TA0604086350,N,,N,,N,,Y,"Cayton, Cornelian and South Bays",97.26638889,11,Scarborough and Whitby
ENGLAND,0xEBA253F65235D538B5A1036E21032E08,YW14,Yorkshire Water,HULL WWTW,HULL/STW,Inlet SO at WwTW,RIVER HUMBER,,,53.736286,-0.26017458,TA1486028060,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,95.49972222,23,Kingston upon Hull East
ENGLAND,0x226F84969310F5763B5DD748020CB55A,YW15,Yorkshire Water,HOOK STW,HOOK WATER LANE/SPS,Storm discharge at pumping station,RIVER OUSE (TIDAL),,,53.720518,-0.84506337,SE7631025520,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,93.94888889,81,Brigg and Goole
ENGLAND,0xC4983263B55157A6E49A2D9FA61F4329,YW16,Yorkshire Water,POCKLINGTON SEWAGE TREATMENT WORKS,POCKLINGTON/STW,Storm tank at WwTW,POCKLINGTON BECK,,,53.915763,-0.78289205,SE8004047310,N,,N,,N,,Y,Pocklington Canal,84.25,19,East Yorkshire
ENGLAND,0xC483DA36F749E45E6E31A3E3E7DD248B,YW18,Yorkshire Water,FERRIBY HIGH ROAD SPS,FERRIBY HIGH RD/CSO,Storm discharge at pumping station,RIVER HUMBER,,,53.716631,-0.47917751,TA0046225542,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,81,54,Haltemprice and Howden
ENGLAND,0x2B177CBFC75E6F84A90027F8A7024AB7,YW2,Yorkshire Water,HOWDEN STW,HOWDEN/STW,Inlet SO at WwTW,RIVER OUSE (TIDAL),,,53.73206,-0.85823852,SE7542026790,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,797.3830556,97,Haltemprice and Howden
ENGLAND,0x3A2E2956FCA1D0A7A71E52C7E471E242,YW20,Yorkshire Water,HEDON WWTW,HEDON/STW,Storm tank at WwTW,RIVER HUMBER,,,53.708922,-0.2270607,TA1712025070,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,71.5,13,Beverley and Holderness
ENGLAND,0x0BBCA3B41098E4C44B8E8BD97C2ED753,YW22,Yorkshire Water,WYTHER LANE NO.2 CSO,WYTHER LANE/NO 2 CSO,SO on sewer network,RIVER AIRE,,,53.812199,-1.6067123,SE2599435173,N,,N,,N,,Y,Leeds - Liverpool Canal,63.76666667,46,Leeds West
ENGLAND,0x1DA2899ADC1F954DE7B57BA13C39A297,YW23,Yorkshire Water,MAPPLETON SPS,MAPPLETON/CSO,Storm discharge at pumping station,NORTH SEA,,,53.878049,-0.13471967,TA2272044040,N,,Y,Greater Wash,N,,N,,57.11666667,52,Beverley and Holderness
ENGLAND,0x5BE74C2DB16D1E471C4D33232457996E,YW24,Yorkshire Water,YORKERSGATE COMBINED SEWER OVERFLOW,YORKERSGATE/CSO,SO on sewer network,RIVER DERWENT,,,54.133389,-0.79925022,SE7855571504,N,,N,,Y,River Derwent,Y,River Derwent,56.65,48,Thirsk and Malton
ENGLAND,0x87A7466B7AB96C6E3A2A23C9E5BBB86E,STW1,Severn Trent Water,BLAKENEY SEWAGE TREATMENT WORKS,BLAKENEY STW STAGE 1 SPS (CSO),Inlet SO at WwTW,RIVER SEVERN,,,51.752194,-2.4488825,SO6911006040,Y,Severn Estuary,Y,Severn Estuary,Y,Severn Estuary,Y,Upper Severn Estuary,1411.544443,135,Forest of Dean
ENGLAND,0x8BF262CAA79373C7899BA81A280E6F46,YW25,Yorkshire Water,GILBERDYKE STW,GILBERDYKE/STW,Inlet SO at WwTW,RIVER OUSE,,,53.706556,-0.71833831,SE8470024110,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,Y,Humber Estuary,51.75,109,Haltemprice and Howden
ENGLAND,0x2F9568C4DF55EC6E8DFA474D40C03A9B,YW26,Yorkshire Water,FILEY WASTE WATER TREATMENT WORKS,FILEY TRANSFER/CSO,Storm discharge at pumping station,NORTH SEA,,Filey,54.215439,-0.2568113,TA1377081370,N,,Y,Flamborough and Filey Coast,N,,Y,Filey Brigg,50.42416667,44,Thirsk and Malton
ENGLAND,0x1803DF113D1E4D773FBA1F63B2BB25B5,YW28,Yorkshire Water,MALTON SEWAGE TREATMENT WORKS,MALTON/STW/3XDWF OVERFLOW,Storm tank at WwTW,THE RIVER DERWENT,,,54.123708,-0.81460217,SE7757070410,N,,N,,Y,River Derwent,Y,River Derwent,44.5,11,Thirsk and Malton
ENGLAND,0xD99150532CE4EFFC7259DC12A8CCB516,UU169,United Utilities,MARYLAND LANE CSO,Maryland Lane CSO,SO on sewer network,Arrowe Brook,NORTH WIRRAL (WEST),Moreton,53.404765,-3.1330533,SJ2477090370,N,,N,,N,,Y,Meols Meadows,0.73,6,Wallasey
